"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000026475",906.382452281394,2.19557978904755,0.519938303175775,5.73763471443628e-08,6.9326275445066e-05
"ENSMUSG00000103888",8.48330780330802,4.27696653469336,3.53623680344364,1.49088802127385e-06,0.000762130488105797
"ENSMUSG00000029272",21.56704389176,2.19417536021344,0.881563991585205,1.55338220978859e-06,0.000764666775937043
